,document_title,question_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,yes_no_answer
113,['Great Wall of China'],['when was the great wall of cina built'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
114,['Habitat fragmentation'],['extinction can be the result of habitat fragmentation'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE YES YES
115,"['Live by the sword, die by the sword']",['if you live by the sword you die by the sword lyrics'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
116,['Weaver (surname)'],['where did the last name weaver come from'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
117,['Public land'],['list five types of public lands in the united states'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
118,['Sing (2016 American film)'],['who does the voice of ash in sing'],<Li> Scarlett Johansson,<Li> Scarlett Johansson,<Li> Scarlett Johansson,<Li> Scarlett Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
119,"['Paris Peace Conference, 1919']",['after wwi some colonies that had participated made demands for independence primarily because'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
120,['1989 Loma Prieta earthquake'],['facts about the loma prieta earthquake of 1989'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
121,['List of National Basketball Association career scoring leaders'],['who scored the most points in their nba career'],Kareem Kareem Abdul - Jabbar,Kareem Kareem Abdul - Jabbar,Kareem Kareem Abdul - Jabbar,Kareem Kareem Abdul - Jabbar,Kareem Kareem Abdul - Jabbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
122,['Seattle Seahawks'],['when did the 49ers last won a superbowl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
123,['List of U.S. states and territories by population density'],['with a land area of 54 314 square miles where does wisconsin rank among the 50 states'],! 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
124,['Mary River (Queensland)'],['where does the mary river start and finish'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
125,"[""Mary's Boy Child""]","[""who sang mary's boy child in 1957 and 1978""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
126,['The Haves and the Have Nots (TV series)'],['who plays charles on have and have nots'],( Nick Sager,<Td> Nick Sagar,<Td> Nick Sagar,( Nick Sager,<Td> Nick Sagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
127,"[""Nathan's Hot Dog Eating Contest""]","[""where is nathan's hotdog eating contest held""]","Day at Nathan 's Famous Corporation 's original , and best - known restaurant at the corner of Surf and Stillwell Avenues in Coney Island , a neighborhood of Brooklyn , New York City","Day at Nathan 's Famous Corporation 's original , and best - known restaurant at the corner of Surf and Stillwell Avenues in Coney Island , a neighborhood of Brooklyn , New York City","Day at Nathan 's Famous Corporation 's original , and best - known restaurant at the corner of Surf and Stillwell Avenues in Coney Island , a neighborhood of Brooklyn , New York City","Day at Nathan 's Famous Corporation 's original , and best - known restaurant at the corner of Surf and Stillwell Avenues in Coney Island , a neighborhood of Brooklyn , New York City","Day at Nathan 's Famous Corporation 's original , and best - known restaurant at the corner of Surf and Stillwell Avenues in Coney Island , a neighborhood of Brooklyn , New York City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
128,['My Country My Life'],['who wrote the book my country my life'],"by L.K. Advani , an Indian politician who served as the Deputy Prime Minister of India from 2002 to 2004 , and was the Leader of the Opposition in the 15th Lok Sabha",by L.K. Advani,by L.K. Advani,"by L.K. Advani , an Indian politician who served as the Deputy Prime Minister of India from 2002 to 2004 , and was the Leader of the Opposition in the 15th Lok Sabha",by L.K. Advani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
129,['Parole'],['what does it mean to be on parole'],is a temporary release of a prisoner who agrees to certain conditions before the completion of the maximum sentence period,a temporary release of a prisoner who agrees to certain conditions before the completion of the maximum sentence period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
130,['East India Company'],['when did the east india company take control of india'],began in 1757,( 1612,in 1757,in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
131,['Stations of the Cross'],['the origins of the stations of the cross'],of Via Dolorosa in Jerusalem which is believed to be the actual path Jesus walked to Mount Calvary,in pilgrimages to Jerusalem and a desire to reproduce Via Dolorosa,stations grew out of imitations of Via Dolorosa in Jerusalem which is believed to be the actual path Jesus walked to Mount Calvary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
132,['Lake Eyre'],['where does the water come from to fill lake eyre'],<Td> Warburton River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
133,['Area code 808'],['is area code 808 a toll free number'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO NONE NO NONE NONE
134,['Google'],['who is the founder of google and when was it founded'],in 1998,by Larry Page and Sergey Brin,in 1998,by Larry Page,and Sergey Brin,in 1998 by Larry Page and Sergey Brin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
135,['Tabula rasa'],['the tabula rasa concept is consistent with the perspective of language development'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
136,['Dominican War of Independence'],['who did the dominican republic gain its independence from'],from Haiti,from Haiti,from Haiti,from Haiti,from Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
137,['Prehistoric technology'],['how did early humans make use of stones during the prehistoric period'],to start fires,", hunt",and bury their dead,"used to start fires , hunt , and bury their dead",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
138,['Jeanie with the Light Brown Hair'],['who wrote the text for jeanie with the light brown hair'],by Stephen Foster,by Stephen Foster,by Stephen Foster,by Stephen Foster,by Stephen Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
139,['Stefan Salvatore'],['who does stefan end up with in the vampire diaries'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
140,['The Washington Post'],['who owns the washington post and new york times'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
141,['Bed'],['how many types of bed sizes are there'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
142,['Troubadour'],['who were the troubadours and what did they do'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
143,['Rational planning model'],['the basic steps of rational decision making include defining goals and'],<Li> Identification of alternative plans / policies,<Li> Evaluation of alternative plans / policies,<Li> Implementation of plans / policies,<Li> Monitoring of effects of plans / policies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
144,['Art Deco'],['when was the design period known as art deco'],<Td> 1910 -- 1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
145,['The Bob & Tom Show'],['where does the bob and tom show broadcast from'],"station WFBQ in Indianapolis , Indiana","at radio station WFBQ in Indianapolis , Indiana","in Indianapolis , Indiana","at radio station WFBQ in Indianapolis , Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
146,['List of Star Wars: The Clone Wars episodes'],['star wars the clone wars season 3 episode 1'],`` Clone Cadets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
147,['Frontal lobe'],['what part of brain is responsible for complex thinking'],of the frontal lobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
148,['2016 UEFA Champions League Final'],['who won the champions league final in 2016'],. Real Madrid,. Real Madrid,. Real Madrid,teams Real Madrid,teams Real Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
149,['Capital gains tax in the United States'],['what is the federal long term capital gains tax rate for 2017'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
150,['Brooke Smith (actress)'],['who played the girl in the pit in silence of the lambs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
151,['All-time Olympic Games medal table'],['who has the most gold medals in the winter olympics of all time'],<Td> Norway,<Td> Norway,<Td> Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
152,['The Strangers: Prey at Night'],['where was the movie strangers prey at night filmed'],"in Covington , Kentucky","in Covington , Kentucky","in Covington , Kentucky","in Covington , Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
153,['Rain shadow'],['what effect do the atlas mountains have on rainfall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
154,['List of Marvel Cinematic Universe films'],['what order do the captain america movies go in'],<Td> Captain America : The First Avenger,<Td> Captain America : The Winter Soldier,<Td> Captain America : Civil War,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
155,['Limit of a function'],['when does a limit of a function not exist'],", if some inputs very close to p are taken to outputs that stay a fixed distance apart",", if some inputs very close to p are taken to outputs that stay a fixed distance apart",", if some inputs very close to p are taken to outputs that stay a fixed distance apart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
156,"[""I Don't Like Mondays""]","[""when was i don't like mondays released""]",<Td> 21 July 1979,<Td> 21 July 1979,of 1979,<Td> 21 July 1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
157,['B-type main-sequence star'],['if a star is class b what is its temperature'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
158,['Remote Play'],['what ps3 games are compatible with remote play'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
159,['Robert Carradine'],['pictures of the cast of revenge of the nerds'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
160,['World economy'],['what do the economic systems of the uk germany and russia have in common'],have reached an economy of at least US $2 trillion by GDP in nominal or PPP terms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
161,['Flag of Uruguay'],['what does the sun represent on the uruguay flag'],May represents the May Revolution of 1810,"is a figurative sun that represents Inti , the sun god of the Inca religion",represents the May Revolution of 1810,represents the May Revolution of 1810,represents the May Revolution of 1810,"represents Inti , the sun god of the Inca religion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
162,['The Originals (season 2)'],['who dies in season 2 of the originals'],surrounding Kol,surrounding Kol,surrounding Kol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
163,['Nix v. Hedden'],['pizza is defined as a vegetable in the united states'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
164,['Beryl Markham'],['when did beryl markham fly across the atlantic'],4 September 1936,On 4 September 1936,On 4 September 1936,On 4 September 1936,On 4 September 1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
165,['Tropic of Cancer'],['what are the states through which the tropic of cancer passes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
166,['List of NYPD Blue characters'],['who played john clark sr on nypd blue'],by Joe Spano,by Joe Spano,by Joe Spano,by Joe Spano,by Joe Spano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
167,['Parable of the Pearl'],['what does the pearl symbolize in the bible'],of the Kingdom of Heaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
168,['Mom and Dad (2017 film)'],['where is mom and dad or where are mom and dad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
169,['Boom (P.O.D. song)'],['when did the song here comes the boom come out'],in May 2002,"<Td> May 14 , 2002",in May 2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
170,['Archie Marries Veronica/Archie Marries Betty'],['does archie end up with betty or veronica in riverdale'],to Betty,", neither issue made it clear whether Archie was married to Betty or Veronica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
171,['4-bolt main'],['what is the difference between a chevy 2 bolt main and a 4 bolt main'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
172,['United States Declaration of Independence'],['who wrote most of the declaration of independance'],<Td> Thomas Jefferson,", Thomas Jefferson",", Thomas Jefferson",in Thomas Jefferson,select Thomas Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
173,['Afro-Eurasia'],['when did african isolation from the european old world occur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
174,['Brant Daugherty'],['who does brant daugherty play in pretty little liars'],as Noel Kahn,as Noel Kahn,as Noel Kahn,as Noel Kahn,as Noel Kahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
175,['Judicial review'],['how does the power of judicial review check the legislative and executive branches'],judiciary to supervise the legislative and executive branches when the latter exceed their authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
176,['Jason Gilkison'],['who is the choreographer for strictly come dancing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
177,['Green Room (White House)'],['pictures of the green room in the white house'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
178,['Vitruvian Man'],['who explained the workings of the human body'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
179,['I Can Only Imagine (film)'],['who played amy grant i i can only imagine'],<Li> Nicole DuPort,<Li> Nicole DuPort,<Li> Nicole DuPort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
180,['Natural-language processing'],['art of learning from text objects or speech'],<P> Natural - language processing ( NLP ),<P> Natural - language processing ( NLP ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
181,['Economy of India'],['india gdp growth rate in last 10 years'],achieved 6 - 7 % average GDP growth annually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
182,['Climate of the United States'],['the climate of the united states can be best described as'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
183,['Visa requirements for South African citizens'],['does a south african passport need a visa for singapore'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO NO NO NO NO
184,['Tiger Zinda Hai'],['who played the villain in tiger zinda hai'],<Li> Sajjad Delafrooz,<Li> Sajjad Delafrooz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
185,"[""The Legend of Zelda: Majora's Mask""]","[""how long is a day in majora's mask""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
186,['Here We Go Round the Mulberry Bush'],['here we go round the mulberry bush origin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
187,['From Under the Cork Tree'],['when did under the cork tree come out'],"on May 3 , 2005","on May 3 , 2005","on May 3 , 2005","on May 3 , 2005","on May 3 , 2005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
188,['Division of Korea'],['when did korea separate into north and south'],in 1945,in 1945,on 17 August 1945,in 1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
189,['Atom'],['who discovered the atom and in what year'],", John Dalton",the early 1800s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
190,['Esophagus'],['what is the purpose of the muscles that line the esophagus'],muscle push the food down the esophagus,muscle push the food down the esophagus,muscle push the food down the esophagus .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
191,['Appropriation bill'],['creating appropriation bills falls under which power of congress'],for raising revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
192,['Wonder (film)'],['who is the movie wonder based off of'],based on the 2012 novel of the same name by R.J. Palacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
193,['Round steak'],['where does eye of the round roast come from'],", the rear leg of the cow",", the rear leg of the cow",", the rear leg of the cow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
194,['Let Me Love You (DJ Snake song)'],['who sings the song let me love you'],singer Justin Bieber,and Singh H Spot,singer Justin Bieber,and Singh H Spot,by DJ Snake featuring Justin Bieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
195,['Minority rights'],['a resolution on the rights of minorities by congress was initiated by'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
196,['List of Lost Girl episodes'],['how many seasons are there for lost girl'],for five,"<Td colspan=""1""> 5",for five,for five,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
197,['Wool'],['who is the leading african producer of wool'],<Li> South Africa,<Li> Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
198,['Demography of the United States'],['what percentage of the us population is over 50'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
199,['Man overboard'],['the key to rescuing a man overboard is'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
200,['1917–18 NHL season'],['where was the first nhl hockey game played'],in Montreal,the Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
201,['A Place to Call Home (season 5)'],['who dies in a place to call home'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
202,['iPhone 5S'],['how many inches is the iphone 5s screen'],the 4 - inch screen size,a 4 in,a 4 in ( 10 cm ),a 4 in ( 10 cm ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
203,['Apoptosis'],['where do the signals for apoptosis come from'],signals from other cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
204,['Someone Saved My Life Tonight'],['meaning of song someone saved my life tonight'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
205,['History of Delhi'],['who made delhi as capital for the first time'],of the Pandavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
206,['List of Australian capital cities'],['what was the first capital city of australia'],. Melbourne,<Td> Sydney,<Td> New South Wales,. Melbourne,. Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
207,"[""2017 NCAA Division I Women's Basketball Tournament""]",['who won the womens 2017 ncaa basketball tournament'],. South Carolina,. South Carolina,. South Carolina,. South Carolina,. South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
208,['List of Ray Donovan episodes'],['how many episodes of ray donovan series 3 are there'],<Td> 12,"<Td colspan=""2""> 12","<Td colspan=""2""> 12","<Td colspan=""2""> 12",<Th> 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
